equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-37713,11141.5,Diesel,Manha,Sul,70.3,7.81,86.7,297,0,23.77,729988,FW-7F36B,1
EQP-37714,7601.0,Eletrico,Tarde,Leste,57.9,8.63,85.7,315,1,20.78,635906,FW-3914C,1
EQP-37715,4223.9,Diesel,Noite,Leste,83.8,3.43,124.8,193,0,-3.92,353635,FW-3DFCF,1
EQP-37716,14614.7,Eletrico,Noite,Leste,70.3,1.52,97.2,100,1,-31.5,229440,FW-6BA97,1
EQP-37717,8234.3,Diesel,Manha,Leste,70.7,13.62,77.1,205,2,10.9,229969,FW-9EF9F,1
EQP-37718,7079.7,Diesel,Tarde,Leste,68.6,1.05,104.1,144,2,-92.07,752651,FW-670F0,0
EQP-37719,975.9,Diesel,Tarde,Norte,103.8,2.52,85.9,175,0,14.13,871326,FW-999CF,1
EQP-37720,14397.6,Diesel,Tarde,Norte,47.5,1.08,105.3,300,1,54.74,205121,FW-30F4A,1
EQP-37721,477.6,Eletrico,Tarde,Leste,46.4,4.09,91.5,223,0,-25.53,298523,FW-1D807,0
EQP-37722,13186.4,diesel,Tarde,Norte,85.2,2.71,90.5,322,0,2.05,438940,FW-D50EF,1
EQP-37723,2002.2,Gas_Natural,Tarde,Leste,89.1,4.72,101.0,215,1,-6.07,563639,FW-7C101,1
EQP-37724,11712.3,Diesel,Noite,Oeste,70.6,0.57,97.2,24,0,-4.68,676144,FW-6EF32,0
EQP-37725,11996.8,Diesel,Noite,Norte,77.8,7.67,119.6,53,1,36.44,826489,FW-DA979,1
EQP-37726,5521.2,diesel,Manha,Oeste,82.7,0.52,123.6,70,0,34.68,744528,FW-CBD27,0
EQP-37727,9461.0,Diesel,Tarde,Leste,58.7,7.96,74.0,16,1,19.24,677027,FW-47A03,1
EQP-37728,11311.8,Diesel,Tarde,Oeste,91.6,5.4,75.2,173,2,21.48,555822,FW-A386C,1
EQP-37729,,diesel,Manha,Norte,57.0,1.67,118.3,208,1,-58.6,648576,FW-CAD64,0
EQP-37730,3646.6,diesel,Manha,Norte,103.0,4.65,61.7,125,4,13.76,526034,FW-658AE,1
EQP-37731,11979.1,Diesel,Tarde,Oeste,96.3,2.05,113.0,34,2,23.68,818602,FW-5C760,1
EQP-37732,733.4,Diesel,Noite,Norte,71.9,4.03,96.4,316,2,-25.9,456021,FW-ECED8,1
EQP-37733,8454.3,Eletrico,Tarde,Oeste,68.5,9.97,95.6,242,0,1.65,391485,FW-CC0CD,1
EQP-37734,,Diesel,Manha,Leste,55.6,4.24,106.1,360,2,-10.25,229451,FW-5319B,1
EQP-37735,5407.9,diesel,Tarde,Oeste,107.6,5.8,134.9,213,1,-40.34,768915,FW-C8FF9,1
EQP-37736,7412.5,Gas_Natural,Noite,Oeste,64.5,5.67,107.8,16,1,27.17,778028,FW-6CAC5,0
EQP-37737,5128.4,Eletrico,Manha,Sul,60.1,1.62,108.6,289,1,35.51,854385,FW-86B32,1
EQP-37738,11400.7,diesel,Noite,Norte,88.0,1.78,82.2,3,1,96.89,579626,FW-7EB29,0
EQP-37739,,Diesel,Tarde,Oeste,73.0,2.69,117.4,360,1,-3.72,427007,FW-73A74,1
EQP-37740,283.6,Gas_Natural,Noite,Leste,86.0,3.2,105.8,119,1,-3.83,609282,FW-4FF6E,1
EQP-37741,1321.7,Gas_Natural,Manha,Sul,76.8,8.87,108.9,235,1,-56.44,799775,FW-341FE,1
EQP-37742,5547.9,Eletrico,Tarde,Oeste,73.1,8.41,111.7,361,2,-19.91,709126,FW-ABE96,1
EQP-37743,5836.2,Diesel,Noite,Norte,92.1,0.91,92.2,280,0,-32.4,409588,FW-A372A,0
EQP-37744,12431.6,Eletrico,Tarde,Sul,81.1,6.21,71.4,247,3,-53.02,450193,FW-41485,1
EQP-37745,2132.2, DIESEL ,Noite,Leste,69.8,8.3,110.6,165,0,11.72,299331,FW-9BEB7,1
EQP-37746,3311.7,Gas_Natural,Tarde,Oeste,122.9,,118.1,63,0,26.14,817401,FW-2A51D,1
EQP-37747,11886.1,Hibrido,Manha,Oeste,47.4,5.57,100.3,318,0,-22.39,898801,FW-4A034,1
EQP-37748,10964.4,Eletrico,Noite,Sul,63.3,1.97,134.1,178,0,46.88,501957,FW-A810A,1
EQP-37749,13350.2,Eletrico,Tarde,Norte,86.8,2.68,115.8,269,0,6.87,156746,FW-1B3B4,1
EQP-37750,,Hibrido,Noite,Sul,84.9,0.82,86.9,221,0,41.55,114201,FW-66782,1
EQP-37751,6253.8,Diesel,Manha,Sul,69.6,0.96,74.4,266,1,-76.6,423453,FW-7FEAF,1
EQP-37752,8002.5,Gas_Natural,Tarde,Leste,92.0,16.06,96.1,78,2,55.79,376779,FW-C71D7,1
EQP-37753,12429.1,Eletrico,Manha,Norte,46.9,2.25,102.3,233,0,-10.88,477339,FW-B4C91,0
EQP-37754,3608.6,Gas_Natural,Manha,Oeste,70.7,1.45,80.4,282,0,0.15,845886,FW-B3B6A,0
EQP-37755,2529.7, DIESEL ,Noite,Norte,89.5,1.69,83.3,151,0,-10.63,406375,FW-7B5DD,1
EQP-37756,12638.3, DIESEL ,Manha,Norte,114.8,5.43,92.2,187,0,6.57,905230,FW-9C0FB,1
EQP-37757,3317.1,Eletrico,Noite,Sul,48.1,2.5,101.1,128,0,52.38,732227,FW-7C591,0
EQP-37758,2730.4,diesel,Tarde,Oeste,99.6,,111.3,164,2,16.78,252996,FW-D6452,1
EQP-37759,13559.3,Diesel,Noite,Leste,105.3,0.97,97.2,136,2,37.07,692641,FW-BA8E8,1
EQP-37760,9825.5,Diesel,Manha,Norte,87.6,14.31,113.9,37,2,5.14,301044,FW-9BBEF,1
EQP-37761,8697.8, DIESEL ,Manha,Oeste,74.3,4.37,119.3,319,1,-40.65,268360,FW-9CCA0,1
EQP-37762,5577.1,Diesel,Manha,Leste,64.6,6.85,88.8,311,1,-17.76,578882,FW-7684C,1
EQP-37763,4369.1,Hibrido,Manha,Norte,73.4,3.8,94.1,93,0,18.35,538812,FW-69E1A,0
EQP-37764,1857.7, DIESEL ,Tarde,Sul,51.5,,110.1,151,0,-40.81,122255,FW-994E7,0
EQP-37765,10217.0,diesel,Noite,Norte,75.2,2.37,105.6,230,0,16.76,275941,FW-D939B,1
EQP-37766,7929.7,Hibrido,Tarde,Norte,55.2,1.46,121.8,81,1,-29.2,747053,FW-75BB0,1
EQP-37767,9655.0,Eletrico,Noite,Norte,42.2,1.66,130.3,27,0,11.51,122350,FW-DFF3F,1
EQP-37768,12198.9,Eletrico,Manha,Sul,78.5,0.8,109.2,19,1,-20.4,523274,FW-28429,1
EQP-37769,11986.8,Gas_Natural,Noite,Leste,55.0,6.51,97.9,103,0,-36.25,647088,FW-99E17,1
EQP-37770,11412.8,Gas_Natural,Tarde,Oeste,70.7,3.34,100.1,323,0,39.35,784149,FW-523A1,0
EQP-37771,12334.4,Diesel,Noite,Leste,55.5,0.96,124.0,356,0,-15.95,650451,FW-1CCD2,1
EQP-37772,14867.9,Diesel,Noite,Norte,97.9,1.28,109.4,351,1,-10.11,876517,FW-8F733,1
EQP-37773,7202.6,Hibrido,Manha,Sul,68.0,2.79,90.9,32,1,-31.23,487773,FW-C957A,0
EQP-37774,6200.9,Eletrico,Tarde,Leste,70.1,1.01,110.8,177,1,-2.89,758724,FW-A5418,1
EQP-37775,13128.7,Diesel,Noite,Oeste,93.2,0.98,79.8,133,1,-26.43,962078,FW-B8074,1
EQP-37776,6949.0, DIESEL ,Manha,Sul,62.9,1.11,92.9,79,0,33.51,289441,FW-4D1FA,0
EQP-37777,6331.4,Eletrico,Tarde,Norte,82.0,6.17,119.1,44,2,15.0,315954,FW-D977D,1
EQP-37778,2884.4,Diesel,Noite,Oeste,69.9,3.88,108.8,162,0,22.62,905202,FW-766D7,1
EQP-37779,3790.0,Eletrico,Manha,Sul,72.0,4.18,94.5,326,1,-30.51,724802,FW-7822A,1
EQP-37780,5803.1,Gas_Natural,Tarde,Norte,77.1,1.84,74.5,163,1,-3.62,161639,FW-6DE4E,1
EQP-37781,4734.1,Eletrico,Manha,Leste,72.0,1.58,66.5,18,2,34.34,636801,FW-B77BC,0
EQP-37782,3000.8,Gas_Natural,Manha,Leste,59.2,2.76,121.5,157,2,-22.07,903074,FW-EBBCF,1
EQP-37783,14826.5,Diesel,Tarde,Sul,73.2,1.89,95.7,278,0,-31.33,931835,FW-BD7F7,1
EQP-37784,5366.3,Hibrido,Tarde,Sul,73.6,3.55,107.2,222,0,-7.45,834225,FW-B3D74,0
EQP-37785,6358.5,diesel,Manha,Sul,86.5,6.75,108.8,250,0,-16.71,887412,FW-19C24,1
EQP-37786,1282.5, DIESEL ,Manha,Oeste,59.0,3.46,126.1,244,0,14.56,213900,FW-9211E,1
EQP-37787,10890.2,Hibrido,Manha,Norte,76.4,2.67,115.7,179,1,-25.07,244206,FW-D2E6E,0
EQP-37788,9479.5,Eletrico,Manha,Oeste,73.8,18.26,104.2,135,0,-16.94,929876,FW-E0F2F,1
EQP-37789,12906.2,Diesel,Noite,Leste,57.7,0.51,115.6,361,0,-54.8,480589,FW-D9E11,1
EQP-37790,6122.7,Diesel,Noite,Leste,57.6,1.57,94.1,135,0,-47.5,700675,FW-6BCA2,1
EQP-37791,11637.3,Diesel,Manha,Oeste,56.7,1.51,107.8,310,0,16.68,197852,FW-5FF74,1
EQP-37792,12304.0,Eletrico,Tarde,Sul,74.5,4.07,119.7,316,0,-55.88,171198,FW-513B1,1
EQP-37793,12942.8,Diesel,Manha,Oeste,80.6,3.3,113.1,280,0,-34.07,327962,FW-90CBC,1
EQP-37794,7340.3,Hibrido,Manha,Leste,78.9,0.89,92.6,216,0,1.48,331580,FW-E2B26,0
EQP-37795,4192.1, DIESEL ,Noite,Norte,83.7,8.81,145.5,137,1,34.66,447977,FW-7055A,1
EQP-37796,5091.3,Diesel,Tarde,Sul,86.2,3.73,103.3,299,0,50.56,453993,FW-E39A8,0
EQP-37797,10468.9,diesel,Noite,Sul,82.6,3.53,83.7,165,0,10.15,885538,FW-BE638,1
EQP-37798,1320.8,Diesel,Manha,Sul,73.3,1.56,110.2,257,1,-8.69,198890,FW-EE2C2,0
EQP-37799,10860.4,Diesel,Manha,Leste,69.0,12.47,76.1,338,0,22.07,258333,FW-65BBF,1
EQP-37800,1757.7,Eletrico,Tarde,Norte,50.5,7.23,96.3,306,0,-33.94,390215,FW-96C9C,0
EQP-37801,11461.6,Gas_Natural,Noite,Leste,56.5,3.4,119.7,293,2,-20.09,361467,FW-959E9,1
EQP-37802,3018.4,Diesel,Noite,Norte,62.9,6.85,67.6,106,0,7.21,266672,FW-29850,1
EQP-37803,5444.9,Eletrico,Noite,Norte,95.1,2.11,94.9,163,0,-59.92,674830,FW-E26E0,1
EQP-37804,10495.2,Diesel,Manha,Sul,63.9,5.52,80.4,151,0,-29.2,471192,FW-697F5,1
EQP-37805,5897.8,Eletrico,Tarde,Leste,35.4,9.56,117.3,46,1,54.13,925893,FW-A31F6,1
EQP-37806,5614.9,Gas_Natural,Manha,Norte,46.5,2.25,95.7,185,1,9.04,448532,FW-5F15F,1
EQP-37807,14845.4,Eletrico,Manha,Norte,61.9,12.2,86.4,200,2,-25.71,902966,FW-EFD01,1
EQP-37808,7842.8,diesel,Tarde,Sul,93.3,4.88,104.7,281,0,29.05,760604,FW-6F3D5,1
EQP-37809,6190.6, DIESEL ,Noite,Leste,76.0,14.43,98.5,138,1,22.46,197769,FW-F0FF3,1
EQP-37810,14592.7, DIESEL ,Noite,Leste,112.8,2.48,126.1,178,1,41.32,403660,FW-404A2,1
EQP-37811,,Diesel,Manha,Sul,80.4,3.1,108.4,353,2,2.67,177500,FW-AC090,1
EQP-37812,7428.0, DIESEL ,Tarde,Oeste,89.0,3.07,111.5,246,1,28.37,121512,FW-D93C5,1
EQP-37813,12599.4,Hibrido,Tarde,Norte,90.0,13.52,93.3,299,1,-0.57,836212,FW-54DFF,1
EQP-37814,10061.5,diesel,Tarde,Norte,75.5,6.34,74.7,83,0,-69.88,606089,FW-BB196,0
EQP-37815,,Eletrico,Manha,Sul,83.4,2.49,102.6,246,0,35.47,666444,FW-8E974,1
EQP-37816,12777.0,Hibrido,Noite,Oeste,70.7,4.99,132.6,285,0,32.12,306984,FW-E034B,1
EQP-37817,10760.3,Gas_Natural,Noite,Norte,72.4,1.86,119.7,311,0,-4.37,106830,FW-B1260,1
EQP-37818,3818.6, DIESEL ,Tarde,Oeste,53.7,18.39,93.6,166,0,24.01,253061,FW-A8ACD,1
EQP-37819,1595.3,diesel,Noite,Norte,65.1,7.26,101.3,179,0,-17.38,810952,FW-9EF09,1
EQP-37820,,diesel,Noite,Norte,68.1,10.22,87.2,232,0,-77.36,281256,FW-C2879,1
EQP-37821,12148.0,Diesel,Tarde,Sul,79.2,1.07,114.0,150,3,-25.56,893930,FW-20292,1
EQP-37822,11698.0,Eletrico,Noite,Leste,49.8,2.17,98.9,193,0,-30.21,631922,FW-1E5F2,1
EQP-37823,11033.4,Diesel,Manha,Leste,60.8,1.07,102.3,1,0,-18.73,790569,FW-1E0C0,0
EQP-37824,12096.0, DIESEL ,Manha,Oeste,64.9,,82.4,342,2,-3.42,779317,FW-A49FA,1
EQP-37825,13150.0,Diesel,Tarde,Sul,126.1,2.08,108.9,50,0,38.33,527029,FW-96AE7,1
EQP-37826,13908.7,Diesel,Noite,Leste,61.6,2.11,100.4,243,0,-21.52,256834,FW-B782D,1
EQP-37827,3121.9,Eletrico,Manha,Norte,22.7,1.48,130.0,1,0,-44.89,579464,FW-38347,0
EQP-37828,5142.2,Hibrido,Manha,Leste,98.8,0.7,101.7,159,0,-35.65,673353,FW-4C26B,1
EQP-37829,11765.2, DIESEL ,Manha,Norte,85.6,3.43,110.2,166,0,-50.52,827642,FW-A9938,1
EQP-37830,1284.5,diesel,Manha,Leste,105.9,9.59,53.3,107,0,36.05,580910,FW-B8771,1
EQP-37831,7416.0,Eletrico,Manha,Sul,84.6,1.34,84.5,73,0,9.84,692317,FW-F0B1B,1
EQP-37832,7543.8,Diesel,Tarde,Leste,100.4,2.76,95.9,177,1,-77.28,991606,FW-F1FF6,1
EQP-37833,7953.2,Eletrico,Manha,Oeste,79.7,6.16,91.3,92,1,-24.88,254897,FW-72DB9,1
EQP-37834,9216.0,Eletrico,Manha,Norte,65.0,0.99,95.6,94,0,0.15,945508,FW-9E2AE,1
EQP-37835,,Gas_Natural,Manha,Norte,82.0,6.63,87.3,296,3,-49.0,757380,FW-B3EB5,1
EQP-37836,6715.1,Diesel,Manha,Oeste,78.3,0.66,54.4,268,1,8.91,101825,FW-7FCE7,1
EQP-37837,5671.4,Diesel,Noite,Sul,74.4,2.5,88.3,149,0,-56.05,133625,FW-C7887,0
EQP-37838,8867.7,Gas_Natural,Tarde,Leste,57.1,1.74,93.3,32,1,7.97,418116,FW-95E21,1
EQP-37839,1323.9,diesel,Noite,Sul,78.4,7.41,105.0,250,1,65.12,512525,FW-C8472,1
EQP-37840,9170.0,Eletrico,Manha,Sul,83.2,4.65,92.3,232,1,-0.71,863293,FW-DDEB6,1
EQP-37841,403.8,Diesel,Tarde,Sul,65.6,3.45,101.3,148,1,17.09,638560,FW-6040F,1
EQP-37842,13901.1, DIESEL ,Noite,Sul,72.7,6.54,79.1,242,1,38.48,109776,FW-DEEBF,1
EQP-37843,1128.1,Eletrico,Manha,Sul,57.9,1.79,104.6,276,1,-15.52,140068,FW-544CA,1
EQP-37844,3180.1, DIESEL ,Manha,Leste,92.2,2.21,115.8,93,1,-0.61,608201,FW-5B848,1
EQP-37845,14032.6, DIESEL ,Noite,Leste,69.9,3.75,113.2,159,0,82.36,148554,FW-E3153,1
EQP-37846,1001.7,Hibrido,Manha,Norte,78.1,3.37,104.9,87,1,-27.51,755782,FW-90522,0
EQP-37847,403.6,diesel,Manha,Leste,73.7,1.6,81.2,340,0,15.21,425950,FW-B3E5E,1
EQP-37848,9970.3,Diesel,Tarde,Leste,77.4,,120.8,94,1,-18.33,888761,FW-A21A2,1
EQP-37849,13853.8,Diesel,Manha,Sul,86.0,4.22,102.0,213,2,64.85,662020,FW-49133,1
EQP-37850,12350.7,Eletrico,Manha,Sul,84.4,5.13,115.6,284,0,-43.65,402173,FW-E2DC7,1
EQP-37851,,Gas_Natural,Tarde,Oeste,55.6,8.51,77.4,130,1,-27.54,425451,FW-24D0E,1
EQP-37852,5442.3,Diesel,Manha,Oeste,80.3,1.55,155.0,287,0,-26.67,460084,FW-CD3DC,1
EQP-37853,,Eletrico,Noite,Sul,86.5,2.02,127.6,9,3,-5.95,927686,FW-CE701,1
EQP-37854,12010.9,Eletrico,Tarde,Sul,82.1,7.63,95.1,343,0,23.64,773634,FW-9192A,1
EQP-37855,3444.7,Hibrido,Manha,Leste,36.8,5.43,98.4,273,2,-5.3,435104,FW-A006A,1
EQP-37856,12388.7,diesel,Manha,Norte,84.3,5.47,115.4,307,0,62.24,105559,FW-19685,1
EQP-37857,10762.8,Diesel,Noite,Sul,60.0,3.89,106.5,265,1,-42.16,820477,FW-423C1,1
EQP-37858,9933.6,diesel,Noite,Norte,63.6,2.78,106.6,203,0,-7.0,747618,FW-52158,1
EQP-37859,3644.0,Eletrico,Noite,Oeste,90.3,,98.5,328,0,-28.66,679609,FW-D8371,1
EQP-37860,5096.1,Diesel,Noite,Sul,73.6,4.61,85.7,175,1,14.49,360311,FW-CADB6,1
EQP-37861,11170.8,Diesel,Tarde,Leste,81.4,4.03,107.1,172,0,19.97,995388,FW-382EF,1
EQP-37862,5994.9,diesel,Tarde,Oeste,67.5,3.21,108.7,63,0,4.1,827570,FW-3C43E,1
EQP-37863,8106.6,Gas_Natural,Manha,Sul,70.3,1.37,84.5,175,2,-18.82,329769,FW-6CF2A,1
EQP-37864,12884.9,Diesel,Noite,Leste,94.4,12.23,88.0,43,0,-18.25,840017,FW-D9195,1
EQP-37865,8399.6,Eletrico,Manha,Leste,63.4,1.38,93.6,177,0,10.41,383214,FW-572E3,1
EQP-37866,4059.6, DIESEL ,Noite,Norte,80.3,7.17,97.5,136,0,9.28,884713,FW-EE2B9,1
EQP-37867,5483.3,Eletrico,Tarde,Sul,62.8,7.37,99.2,154,0,-1.81,694454,FW-3E242,1
EQP-37868,11513.3,diesel,Tarde,Oeste,75.8,4.2,112.6,94,1,0.85,345497,FW-D9588,1
EQP-37869,14345.5,Hibrido,Tarde,Norte,60.2,2.95,107.9,359,0,30.84,948182,FW-B35AF,1
EQP-37870,491.5,Hibrido,Tarde,Oeste,75.6,7.74,137.5,299,2,10.23,654123,FW-86EB6,1
EQP-37871,14507.4,Diesel,Noite,Leste,56.5,1.01,96.2,49,0,-32.52,330774,FW-B3379,0
EQP-37872,3389.3,Diesel,Noite,Sul,51.6,14.51,141.6,168,0,-21.56,813335,FW-5A9A2,1
EQP-37873,7494.0,Diesel,Tarde,Leste,76.9,2.94,111.4,131,1,13.37,381080,FW-4855D,1
EQP-37874,1654.7,Eletrico,Manha,Sul,78.5,10.44,94.6,232,0,25.31,572333,FW-2CFAB,1
EQP-37875,7239.9,Diesel,Noite,Sul,74.7,4.04,94.4,131,0,-47.27,745149,FW-8905F,1
EQP-37876,1000.3, DIESEL ,Tarde,Sul,81.1,4.4,77.1,196,2,-94.46,361433,FW-50FFC,1
EQP-37877,6269.4,diesel,Manha,Leste,55.8,5.8,114.5,321,0,-101.37,217468,FW-7907C,1
EQP-37878,7873.3,Diesel,Manha,Oeste,88.3,0.63,99.1,41,1,0.33,389293,FW-DEF56,1
EQP-37879,6808.3,Diesel,Tarde,Oeste,93.5,7.38,91.0,151,0,8.12,469504,FW-EEA87,1
EQP-37880,3226.0,Diesel,Tarde,Norte,35.1,15.36,124.6,120,0,0.28,811610,FW-8EC34,1
EQP-37881,7787.8,Diesel,Manha,Oeste,50.5,3.69,104.8,210,1,45.64,988649,FW-4E11B,1
EQP-37882,9950.5,Eletrico,Manha,Leste,59.1,3.65,89.4,56,0,27.34,244088,FW-E32BA,0
EQP-37883,13180.6,Gas_Natural,Noite,Leste,51.7,5.69,99.1,78,1,37.51,402021,FW-C352A,1
EQP-37884,9209.6,Diesel,Manha,Oeste,73.8,1.72,94.3,316,0,-16.47,874888,FW-E9B24,1
EQP-37885,12728.5,Eletrico,Manha,Leste,87.9,3.13,107.2,120,1,27.67,512822,FW-9EDF8,1
EQP-37886,602.5,Gas_Natural,Manha,Oeste,70.8,4.74,87.7,234,2,18.12,867532,FW-77A88,1
EQP-37887,4459.1,Eletrico,Manha,Oeste,98.4,6.23,87.9,57,1,-11.09,392713,FW-479C1,1
EQP-37888,11777.2, DIESEL ,Tarde,Sul,66.9,6.08,88.4,165,0,-10.59,785028,FW-E5FC1,1
EQP-37889,2870.9,Diesel,Noite,Oeste,59.1,7.12,119.1,181,1,-75.25,601643,FW-3C2AB,1
EQP-37890,3672.8,Diesel,Manha,Sul,101.5,11.17,89.5,316,1,28.87,443125,FW-5A405,1
EQP-37891,9384.8, DIESEL ,Manha,Leste,94.4,8.34,114.3,109,2,32.94,541328,FW-9A07C,1
EQP-37892,2455.9, DIESEL ,Manha,Leste,119.7,8.6,102.4,270,0,-13.58,706774,FW-8401A,1
EQP-37893,4154.8,Hibrido,Manha,Oeste,84.1,4.07,99.5,47,0,7.62,740958,FW-33922,1
EQP-37894,11585.7,Diesel,Noite,Leste,94.5,13.87,108.7,326,0,-66.42,892011,FW-A6DC3,1
EQP-37895,999.4,Diesel,Tarde,Sul,102.6,3.89,96.8,179,0,-6.96,783683,FW-1FB33,0
EQP-37896,3664.0,Eletrico,Tarde,Sul,59.6,5.38,84.1,155,0,-18.79,216736,FW-72DA3,1
EQP-37897,7360.6,Hibrido,Tarde,Norte,79.3,1.3,115.7,57,1,-48.49,704325,FW-A31B4,1
EQP-37898,10027.9,Eletrico,Manha,Norte,104.1,12.45,117.1,73,2,-24.09,299512,FW-5EE1B,1
EQP-37899,10088.9,Diesel,Tarde,Norte,86.0,0.58,116.1,329,2,34.52,793093,FW-E3862,1
EQP-37900,5166.9,diesel,Manha,Sul,81.1,23.21,107.7,356,1,32.53,303857,FW-72B7F,1
EQP-37901,7601.4,Diesel,Tarde,Leste,69.7,2.68,110.8,88,0,-77.32,268448,FW-62780,1
EQP-37902,4172.6,Diesel,Manha,Leste,33.0,4.72,114.9,328,0,-46.07,307484,FW-EBA6C,0
EQP-37903,6955.4,Diesel,Tarde,Norte,56.8,0.56,112.3,344,2,-13.17,624076,FW-E647C,1
EQP-37904,14032.8,Diesel,Manha,Sul,74.6,3.59,106.7,146,0,-98.09,114615,FW-90126,1
EQP-37905,2648.6,diesel,Noite,Leste,63.3,11.31,112.7,302,0,-19.53,753531,FW-77603,1
EQP-37906,3283.5,diesel,Tarde,Oeste,69.7,5.63,132.8,331,0,-37.37,372768,FW-DD437,0
EQP-37907,1544.9,Diesel,Manha,Sul,60.9,1.21,101.1,304,0,-24.7,616875,FW-67BCB,0
EQP-37908,9706.2,Eletrico,Manha,Sul,42.2,0.69,100.2,176,2,-67.52,437853,FW-B669C,0
EQP-37909,12450.2,Eletrico,Noite,Norte,77.5,1.78,91.0,20,1,32.63,974051,FW-EAD06,1
EQP-37910,12127.0, DIESEL ,Manha,Oeste,59.4,9.12,94.0,56,1,-20.27,126926,FW-43988,1
EQP-37911,1987.6,Gas_Natural,Noite,Norte,91.5,1.44,89.5,237,1,17.52,936918,FW-966C1,1
EQP-37912,1356.2,Eletrico,Tarde,Sul,102.1,11.63,128.7,194,0,-21.37,795495,FW-A4504,1
EQP-37913,5802.3,Eletrico,Manha,Oeste,88.2,3.47,107.1,27,0,15.18,143494,FW-EA5CE,1
EQP-37914,3220.3,Diesel,Manha,Norte,76.8,1.97,114.7,204,3,-39.07,180927,FW-D4B71,1
EQP-37915,2995.4,Eletrico,Tarde,Leste,83.0,6.95,94.2,192,1,22.98,584782,FW-C2FF4,0
EQP-37916,9635.3,diesel,Manha,Norte,46.4,3.49,99.3,83,0,-34.57,903528,FW-24541,0
EQP-37917,5013.8,diesel,Noite,Sul,73.3,8.07,91.1,328,1,-14.49,842101,FW-2B38F,1
EQP-37918,5142.6,Eletrico,Manha,Norte,62.1,0.94,119.5,312,0,-35.83,824179,FW-D31A6,0
EQP-37919,3387.4,Eletrico,Noite,Norte,74.9,2.57,105.3,175,2,-48.12,891584,FW-C8EDB,1
EQP-37920,10541.1,diesel,Noite,Norte,77.0,,76.1,189,3,15.32,453506,FW-27038,1
EQP-37921,144.5,Eletrico,Noite,Sul,90.9,18.36,114.0,267,0,12.09,994218,FW-19546,1
EQP-37922,14448.4,Eletrico,Manha,Leste,76.1,3.81,106.6,66,2,28.15,758387,FW-E483C,1
EQP-37923,,Diesel,Manha,Sul,51.2,4.76,102.3,229,0,-11.5,169009,FW-EDFA8,0
EQP-37924,6414.4,Diesel,Tarde,Norte,93.7,3.18,109.1,93,0,-53.85,138247,FW-97E10,1
EQP-37925,918.3,diesel,Manha,Sul,76.6,6.4,91.3,29,0,13.03,366866,FW-9DFFC,1
EQP-37926,967.9,Diesel,Tarde,Leste,52.2,2.15,147.8,139,1,13.02,960284,FW-77D6B,0
EQP-37927,8721.5,diesel,Manha,Oeste,68.4,1.64,94.2,346,2,-55.11,942097,FW-8E5A6,1
EQP-37928,2025.8,Hibrido,Tarde,Sul,46.2,10.02,114.5,324,1,24.66,111393,FW-28BD4,0
EQP-37929,1190.1,Eletrico,Manha,Oeste,80.7,4.76,106.1,273,1,-9.45,553847,FW-AE93E,0
EQP-37930,5924.6,Diesel,Tarde,Leste,101.4,3.67,104.5,302,1,18.96,234330,FW-A54AF,1
EQP-37931,10490.5,Eletrico,Manha,Leste,86.8,3.95,107.3,41,0,-30.74,337875,FW-29556,1
EQP-37932,9338.2,Diesel,Manha,Norte,55.3,1.61,111.3,221,0,-10.9,271397,FW-3FB4E,0
EQP-37933,14342.2,Gas_Natural,Noite,Norte,51.9,7.12,85.3,317,0,-18.66,324590,FW-A64BD,1
EQP-37934,9058.9,Gas_Natural,Noite,Oeste,58.0,0.98,111.9,116,0,-9.1,656608,FW-D9103,0
EQP-37935,214.2,Hibrido,Noite,Sul,67.9,6.06,92.5,320,1,63.38,647251,FW-473DE,0
EQP-37936,9591.0,Gas_Natural,Noite,Norte,51.5,1.38,107.7,214,0,-5.69,625725,FW-AFD1B,0
EQP-37937,, DIESEL ,Noite,Sul,70.9,0.71,114.0,170,2,-67.76,782487,FW-5378A,0
EQP-37938,216.2,Gas_Natural,Tarde,Leste,108.7,11.58,130.8,276,0,-17.1,565076,FW-5D905,1
EQP-37939,,Diesel,Tarde,Leste,58.2,0.62,96.0,259,1,19.47,810262,FW-30290,0
EQP-37940,4365.1, DIESEL ,Noite,Oeste,86.2,0.81,78.7,351,1,-14.38,906661,FW-1EB88,1
EQP-37941,, DIESEL ,Noite,Norte,73.4,,102.2,194,0,-23.39,981573,FW-E48FF,1
EQP-37942,4149.6,Diesel,Manha,Sul,61.6,4.64,120.8,65,1,23.96,672030,FW-279F3,1
EQP-37943,14833.1,Eletrico,Noite,Norte,79.3,1.64,114.7,73,0,-18.92,389181,FW-38CF8,1
EQP-37944,10547.6, DIESEL ,Manha,Sul,72.3,3.37,80.9,30,0,52.89,134827,FW-9469B,0
EQP-37945,9089.2, DIESEL ,Manha,Oeste,77.3,1.83,89.7,196,3,16.23,313699,FW-201DE,1
EQP-37946,1482.3,Diesel,Tarde,Oeste,68.4,6.18,85.4,202,0,50.01,600306,FW-D78C3,1
